Second,Latency
5,0.000175819833012
6,0.0001351649894823
7,0.000164699641631
8,0.0001985475000617
9,0.000294979295787
10,0.0007080274427181
11,0.0013480978510633
12,0.0014468225080575
13,0.001948098943691
14,0.002926501622733
15,0.003099891705254
16,0.000467791680652
17,0.0003139808596042
18,0.0002766261812189
19,0.0002620788354718
20,0.0002769722151318
21,0.0003756173524652
22,0.0003489724940903
23,0.0003440882419717
24,0.0003091663476301
25,0.0002918611523064
26,0.0003118819028288
27,0.0003927450406221
28,0.000346274934463
29,0.0002809848344332
30,0.0002829945641183
31,0.0002777932681304
32,0.0002991772537183
33,0.0003799743399359
34,0.0002941539124497
35,0.0002944068202265
36,0.0002816462920883
37,0.0002778534795723
38,0.0003838102361382
39,0.0002961547586558
40,0.0002996210579399
41,0.0002977765988612
42,0.0002728095886365
43,0.0002930021201813
44,0.0005929499864578
45,0.0001776676764121
46,0.0001833913393542
47,0.0001920529096875
48,0.0002024973642554
49,0.0002613598070804
50,0.0002307562669265
51,0.0003232280452536
52,0.0002578554383243
53,0.0002243873599642
54,0.0003832169901904
55,0.0004527103689487
56,0.0002997059033112
57,0.0002621805047713
58,0.0002925366881488
59,0.000280240968782
60,0.0003510528553638
61,0.0002793701860802
62,0.0002188922280419
63,0.0002152527827113
64,0.0002259687718372
65,0.0002308210581231
66,0.0002434299017143
67,0.0002321328926263
68,0.0002381147765561
69,0.0003860196783407
70,0.0002820435779613
71,0.0002926359151083
72,0.0003068895996652
73,0.0003246316281509
74,0.000294048539866
75,0.0002841864829455
76,0.0003396705224526
77,0.0003245991931738
78,0.0003475171392721
79,0.0005076419526153
80,0.0003322862912113
81,0.0003348235730771
82,0.0003439941121867
83,0.0003710093565992
84,0.0003328183821611
85,0.0004071508975405
86,0.0004116120982495
87,0.0009597588987911
88,0.0005733151697361
89,0.0005855950160741
90,0.0005428123007142
91,0.000561888240812
92,0.0004096641188039
93,0.0003450131185486
94,0.0003046144828866
95,0.0002656146566918
96,0.0002390568592074
97,0.0002968780271283
98,0.0002961777771698
99,0.000506322766227
100,0.000433547822006
101,0.0003690211107893
102,0.0002723090962135
103,0.0003058021685613
104,0.0004939391833393
105,0.0003556856735653
106,0.0003102636560448
107,0.0003191838674582
108,0.0003483443407323
109,0.0004445473134134
4,0.0031183172155309
5,0.0025027666858692
6,0.0014389286568765
7,0.0007658242430754
8,0.0003834476023969
9,0.0002228967625717
10,0.0001615606918845
11,0.0001406134626961
12,0.0001540714903625
13,0.0001319393450464
14,0.000135277972555
15,0.0001415384401431
16,0.000176208471161
17,0.0003102746062773
18,0.0002546256447868
19,0.0002754254917955
20,0.0002587912981383
21,0.0002528103082776
22,0.0002002614765918
23,0.0002236404003353
24,0.0002323320028506
25,0.0002347266132832
26,0.0002406212226274
27,0.0001874879361635
28,0.0002553271053089
29,0.0002452299532845
30,0.0002308241511438
31,0.0002612575036915
32,0.0002400386233289
33,0.0001931555266537
34,0.0002241224920662
35,0.0002378811866889
36,0.0002484873478119
37,0.0002573993264296
38,0.0001900489633467
39,0.0002260624064291
40,0.0002532026446457
41,0.0002667571682762
42,0.000266871426626
43,0.0002529114173634
44,0.000258371526724
45,0.0013658734392528
46,0.0008239395478192
47,0.0005388445281152
48,0.0005018770003402
49,0.0005396625813824
50,0.000390704740152
51,0.0003714792131927
52,0.0003537368980095
53,0.0003472233282356
54,0.000218908467614
55,0.0001910947127255
56,0.000250231524484
57,0.0003053823085162
58,0.0002956778053345
59,0.0003306087827808
60,0.0002400518952368
61,0.0002709425452474
62,0.0003391066458625
63,0.0003740857418318
64,0.0004183450336232
65,0.0003453963931021
66,0.0003365070330173
67,0.0003695600878693
68,0.0004021862025365
69,0.0002876556469524
70,0.0003322438581861
71,0.0002539512033298
72,0.0002470490229557
73,0.0002242894144833
74,0.0002662181219311
75,0.0002425201640133
76,0.0002471563281206
77,0.0002350668640245
78,0.000215832110593
79,0.000207497218795
80,0.0002614193301908
81,0.0002438712149238
82,0.0002642345631592
83,0.0003871350282809
84,0.0003645734587795
85,0.0004053181581536
86,0.0004277375949326
87,0.0002940378623737
88,0.000273485939758
89,0.0002852818363872
90,0.0002235018990645
91,0.0002237775328457
92,0.0002178017749536
93,0.0002244359864963
94,0.0002472850556453
95,0.0002801629306229
96,0.0003544048120895
97,0.0005593651630839
98,0.0006440699532696
99,0.0003319467132415
100,0.000387931762731
101,0.0003635480749963
102,0.0004527006550288
103,0.0005083995314348
104,0.0003317127025277
105,0.0003003429526402
106,0.0003060566319278
107,0.0002687750514536
108,0.000256138075082
109,0.0002138010558591
