Timestamp,Throughput,LossRate,RTT,Latency,SendingRate,CongestionWindow
2024-05-30 05:59:17,437474,0.0405906128398756,0,0,179519.7030354949820321,910.5769230769230944
2024-05-30 05:59:18,742824,0.0056806106939293,0,0,494869.5572972302907147,502.0000000000000000
2024-05-30 05:59:19,1293064,0.0024632176457819,0,0,568802.0983520888257772,502.0000000000000000
2024-05-30 05:59:20,2754096,0.0011753317186261,0,0,506395.5839843564317562,502.0000000000000000
2024-05-30 05:59:21,4959400,0.0005831623138397,0,0,510830.4967245993902907,502.0000000000000000
2024-05-30 05:59:22,7180632,0.0003223789859587,0,0,497092.7721465177601203,502.0000000000000000
2024-05-30 05:59:23,10328584,0.0001961397953656,0,0,447740.2449048387352377,502.0000000000000000
2024-05-30 05:59:24,9514808,0.0001347468399212,0,0,458092.9228319007670507,502.0000000000000000
2024-05-30 05:59:25,9614720,0.0001037814693435,0,0,451882.1650852846214548,502.0000000000000000
2024-05-30 05:59:26,11055480,0.0000832404461426,0,0,451078.9640972497873008,502.0000000000000000
2024-05-30 05:59:27,10631216,0.0000688636895952,0,0,454141.4404539437964559,502.0000000000000000
2024-05-30 05:59:28,9736352,0.0000592533867119,0,0,501440.9567173569812439,502.0000000000000000
2024-05-30 05:59:29,5832544,0.0000535147033056,0,0,514617.3903670956497081,502.0000000000000000
2024-05-30 05:59:30,4878312,0.0000501939521211,0,0,598373.2753894801717252,502.0000000000000000
2024-05-30 05:59:31,5687744,0.0000473076470536,0,0,594833.1178802840877324,502.0000000000000000
2024-05-30 05:59:32,5154880,0.0000446656161457,0,0,666985.1575705406721681,502.0000000000000000
2024-05-30 05:59:33,5471992,0.0000423509438548,0,0,641558.8685662825591862,502.0000000000000000
2024-05-30 05:59:34,7102440,0.0000399085837448,0,0,477795.2693374361842871,502.0000000000000000
2024-05-30 05:59:35,6436360,0.0000375679209435,0,0,525420.0112336656311527,502.0000000000000000
2024-05-30 05:59:36,5822408,0.0000356737472639,0,0,540076.7863321128534153,502.0000000000000000
2024-05-30 05:59:37,6120696,0.0000340052779370,0,0,546681.3889059543143958,502.0000000000000000
2024-05-30 05:59:38,6143632,0.0000324465478210,0,0,549135.1601314480649307,502.0000000000000000
2024-05-30 05:59:39,6290344,0.0000310059170496,0,0,515628.9547167923301458,502.0000000000000000
2024-05-30 05:59:40,7225288,0.0000295795220744,0,0,501138.7500159240444191,502.0000000000000000
2024-05-30 05:59:41,5695216,0.0000283301343940,0,0,501280.0906953570665792,502.0000000000000000
2024-05-30 05:59:42,6048296,0.0000272848174767,0,0,520591.8314825442503206,502.0000000000000000
2024-05-30 05:59:43,5956840,0.0000262926964067,0,0,510954.5117146364063956,502.0000000000000000
2024-05-30 05:59:44,5511320,0.0000254097836452,0,0,498321.2487062021391466,502.0000000000000000
2024-05-30 05:59:45,7421000,0.0000244846760095,0,0,470548.5196472923271358,502.0000000000000000
2024-05-30 05:59:46,6653560,0.0000235492354895,0,0,489404.4055649338988587,502.0000000000000000
2024-05-30 05:59:47,5919424,0.0000227720554377,0,0,494672.6994824744760990,502.0000000000000000
2024-05-30 05:59:48,6049744,0.0000220789089782,0,0,522203.8286669827648439,502.0000000000000000
2024-05-30 05:59:49,5699328,0.0000214381780102,0,0,525676.3886213564546779,502.0000000000000000
2024-05-30 05:59:50,5907840,0.0000208409534378,0,0,484434.7127760185976513,502.0000000000000000
2024-05-30 05:59:51,7654128,0.0000201847149073,0,0,485244.7591827447176911,502.0000000000000000
2024-05-30 05:59:52,6171376,0.0000195554244916,0,0,520211.9381808369071223,502.0000000000000000
2024-05-30 05:59:53,5359048,0.0000190600551258,0,0,514446.7589212167076766,502.0000000000000000
2024-05-30 05:59:54,5344568,0.0000186224426540,0,0,526664.7465698061278090,502.0000000000000000
2024-05-30 05:59:55,5603760,0.0000181952802022,0,0,502731.6599888430209830,502.0000000000000000
2024-05-30 05:59:56,5502400,0.0000177813755177,0,0,515799.4920481767621823,502.0000000000000000
2024-05-30 05:59:57,3495337,0.0000208904497947,0,0,476338.2052260142518207,554.3714050944946621
2024-05-30 05:59:58,1255416,0.0000518756987652,0,0,761957.2762198189739138,502.0000000000000000
2024-05-30 05:59:59,2240056,0.0000515175176275,0,0,603144.3215756176505238,502.0000000000000000
2024-05-30 06:00:00,2707760,0.0000510187167703,0,0,568739.7513104315148667,502.0000000000000000
2024-05-30 06:00:01,3029216,0.0000504522609235,0,0,589865.0289016081951559,502.0000000000000000
2024-05-30 06:00:02,2988672,0.0000498712952602,0,0,642592.5231010346906260,502.0000000000000000
2024-05-30 06:00:03,3648960,0.0000492460958040,0,0,543527.3701548196841031,502.0000000000000000
2024-05-30 06:00:04,3857472,0.0000485574893899,0,0,533986.7921441339422017,502.0000000000000000
2024-05-30 06:00:05,4274496,0.0000478329951238,0,0,540291.2477402865188196,502.0000000000000000
2024-05-30 06:00:06,4416400,0.0000470821012561,0,0,565093.8884558101417497,502.0000000000000000
2024-05-30 06:00:07,8094320,0.0000460437712834,0,0,548988.3781064391369000,502.0000000000000000
2024-05-30 06:00:08,6445048,0.0000448896241431,0,0,548654.4333885398227721,502.0000000000000000
2024-05-30 06:00:09,5370632,0.0000439937751985,0,0,576383.8680446305079386,502.0000000000000000
2024-05-30 06:00:10,4669800,0.0000432603220634,0,0,587927.8291887757368386,502.0000000000000000
2024-05-30 06:00:11,5024560,0.0000425753843765,0,0,551057.7893872041022405,502.0000000000000000
2024-05-30 06:00:12,5088272,0.0000418835085919,0,0,546541.2262540822848678,502.0000000000000000
