Timestamp,Throughput,LossRate,RTT,Latency,SendingRate,CongestionWindow
2024-05-30 07:31:39,2644227,0.0097915616292784,0,0,425038.1821747806970961,571.4313725490195566
2024-05-30 07:31:40,9469920,0.0006961323706944,0,0,440941.2214815294137225,502.0000000000000000
2024-05-30 07:31:41,5718152,0.0002934212108784,0,0,528296.5615567369386554,502.0000000000000000
2024-05-30 07:31:42,2943784,0.0002252904292329,0,0,461782.8911721644108184,502.0000000000000000
2024-05-30 07:31:43,1387184,0.0002022606805350,0,0,650753.8764392908196896,502.0000000000000000
2024-05-30 07:31:44,490872,0.0001937310996186,0,0,624565.9762583610136062,502.0000000000000000
2024-05-30 07:31:45,260640,0.0001905327027633,0,0,567144.6551810784731060,502.0000000000000000
2024-05-30 07:31:46,201272,0.0001886211313087,0,0,604014.4551960665266961,502.0000000000000000
2024-05-30 07:31:47,152040,0.0001871847962471,0,0,487596.3597471782122739,502.0000000000000000
2024-05-30 07:31:48,117288,0.0001861046098791,0,0,579471.3381592661608011,502.0000000000000000
2024-05-30 07:31:49,123080,0.0001851513225362,0,0,401703.1928964236867614,502.0000000000000000
2024-05-30 07:31:50,70952,0.0001843885843030,0,0,840606.7206626281840727,502.0000000000000000
2024-05-30 07:31:51,131768,0.0001835990056899,0,0,190522.2976181014091708,502.0000000000000000
2024-05-30 07:31:52,144800,0.0001825322779397,0,0,318817.1095678897690959,502.0000000000000000
2024-05-30 07:31:53,173760,0.0001813189779519,0,0,316928.1135854268795811,502.0000000000000000
2024-05-30 07:31:54,181000,0.0001799864446526,0,0,219901.1261791186116170,502.0000000000000000
2024-05-30 07:31:55,195480,0.0001785936508091,0,0,455306.1672233978752047,502.0000000000000000
2024-05-30 07:31:56,224440,0.0001770655091976,0,0,199210.3780085698817857,502.0000000000000000
2024-05-30 07:31:57,260640,0.0001753325540720,0,0,291813.4488296222989447,502.0000000000000000
2024-05-30 07:31:58,231680,0.0001736073280095,0,0,619352.5673975230893120,502.0000000000000000
2024-05-30 07:31:59,201272,0.0001721179517219,0,0,757621.5198546242900193,502.0000000000000000
2024-05-30 07:32:00,233128,0.0001706496568436,0,0,402371.7594182298053056,502.0000000000000000
2024-05-30 07:32:01,238920,0.0001690819827195,0,0,418626.0950249148881994,502.0000000000000000
2024-05-30 07:32:02,185344,0.0001676968499929,0,0,490648.1108544575981796,502.0000000000000000
2024-05-30 07:32:03,205616,0.0001664409839801,0,0,304516.7802849404979497,502.0000000000000000
2024-05-30 07:32:04,195480,0.0001651717123045,0,0,553446.6271973929833621,502.0000000000000000
2024-05-30 07:32:05,202720,0.0001639307467147,0,0,853423.1769060346996412,502.0000000000000000
2024-05-30 07:32:06,209960,0.0001626641789520,0,0,298799.9432201470481232,502.0000000000000000
2024-05-30 07:32:07,209960,0.0001613952664229,0,0,376011.8719765969435684,502.0000000000000000
2024-05-30 07:32:08,144800,0.0001603381598826,0,0,94745.6056958046538057,502.0000000000000000
2024-05-30 07:32:09,246160,0.0001591902758163,0,0,223245.7347067669034004,502.0000000000000000
2024-05-30 07:32:10,253400,0.0001577464069775,0,0,267948.7689836255740374,502.0000000000000000
2024-05-30 07:32:11,296840,0.0001561864054613,0,0,291045.4807854405953549,502.0000000000000000
2024-05-30 07:32:12,340280,0.0001544181891139,0,0,376205.1364764791214839,502.0000000000000000
2024-05-30 07:32:13,405440,0.0001523990032799,0,0,467932.8283006878918968,502.0000000000000000
2024-05-30 07:32:14,463360,0.0001501120359631,0,0,301846.4984566732309759,502.0000000000000000
2024-05-30 07:32:15,492320,0.0001476739448044,0,0,363027.8593160019372590,502.0000000000000000
2024-05-30 07:32:16,506800,0.0001452080902188,0,0,441748.1968845524825156,502.0000000000000000
2024-05-30 07:32:17,501008,0.0001428025710308,0,0,481891.7349850684404373,502.0000000000000000
2024-05-30 07:32:18,543000,0.0001403938880143,0,0,309271.0744817523518577,502.0000000000000000
2024-05-30 07:32:19,571960,0.0001379094616152,0,0,326690.1827784288325347,502.0000000000000000
2024-05-30 07:32:20,626984,0.0001353345085776,0,0,304830.2965637622401118,502.0000000000000000
2024-05-30 07:32:21,582096,0.0001328320915917,0,0,283344.0090994968195446,502.0000000000000000
2024-05-30 07:32:22,638568,0.0001303990897729,0,0,341204.2065678713261150,502.0000000000000000
2024-05-30 07:32:23,584992,0.0001280468782949,0,0,350770.6976747740991414,502.0000000000000000
2024-05-30 07:32:24,631328,0.0001257923040434,0,0,304207.3265618574805558,502.0000000000000000
2024-05-30 07:32:25,438744,0.0001238713047922,0,0,445445.3989486413192935,502.0000000000000000
2024-05-30 07:32:26,682008,0.0001219252054593,0,0,443906.6265145329525694,502.0000000000000000
2024-05-30 07:32:27,894864,0.0001192879250913,0,0,502220.7167526003904641,502.0000000000000000
2024-05-30 07:32:28,799296,0.0001165749654039,0,0,559882.4316631298279390,502.0000000000000000
2024-05-30 07:32:29,1003464,0.0001138239939531,0,0,431313.2057310141390190,502.0000000000000000
2024-05-30 07:32:30,990432,0.0001109259944254,0,0,501689.5768271065317094,502.0000000000000000
2024-05-30 07:32:31,1185912,0.0001079292408957,0,0,421160.8421907201991417,502.0000000000000000
2024-05-30 07:32:32,1324920,0.0001046661352724,0,0,445300.6061567499418743,502.0000000000000000
2024-05-30 07:32:33,1403112,0.0001013364351492,0,0,440591.6820033749681897,502.0000000000000000
2024-05-30 07:32:34,1637688,0.0000978680342274,0,0,381840.2612421929952689,502.0000000000000000
2024-05-30 07:32:35,1715880,0.0000943060474276,0,0,470709.7454898947034962,502.0000000000000000
