Second,Latency,Throughput,Loss,CongestionWindow,RTT,SendingRate
0,,0,0,,,
1,,0,0,,,
2,,0,0,,,
3,,0,0,,,
4,0.0031183172155309605,181178,0,1446.2666666666667,,181178.0
5,0.0025027666858692264,576304,0,502.0,,576304.0
6,0.001438928656876521,994776,0,502.0,,994776.0
7,0.0007658242430754322,1844752,0,502.0,,1844752.0
8,0.00038344760239696757,3769144,0,502.0,,3769144.0
9,0.0002228967625717695,6481248,0,502.0,,6481248.0
10,0.000161560691884583,8866104,0,502.0,,8866104.0
11,0.00014061346269612582,9863776,0,502.0,,9863776.0
12,0.0001540714903625903,9371456,0,502.0,,9371456.0
13,0.00013193934504645752,10929504,0,502.0,,10929504.0
14,0.00013527797255501208,10693480,0,502.0,,10693480.0
15,0.00014153844014318608,10221432,0,502.0,,10221432.0
16,0.00017620847116108814,8192784,0,502.0,,8192784.0
17,0.00031027460627739605,4430880,0,502.0,,4430880.0
18,0.00025462564478688477,5624032,0,502.0,,5624032.0
19,0.00027542549179552275,5251896,0,502.0,,5251896.0
20,0.0002587912981383897,5573352,0,502.0,,5573352.0
21,0.0002528103082776985,5652992,0,502.0,,5652992.0
22,0.00020026147659189008,7050312,0,502.0,,7050312.0
23,0.0002236404003353294,6308936,0,502.0,,6308936.0
24,0.0002323320028506923,6098976,0,502.0,,6098976.0
25,0.00023472661328321462,6023680,0,502.0,,6023680.0
26,0.00024062122262745453,5974448,0,502.0,,5974448.0
27,0.0001874879361635231,7687432,0,502.0,,7687432.0
28,0.0002553271053089012,5661680,0,502.0,,5661680.0
29,0.0002452299532845843,5896256,0,502.0,,5896256.0
30,0.00023082415114380054,6195992,0,502.0,,6195992.0
31,0.00026125750369155476,5518328,0,502.0,,5518328.0
32,0.00024003862332897026,6028024,0,502.0,,6028024.0
33,0.00019315552665371036,7480368,0,502.0,,7480368.0
34,0.00022412249206626503,6343688,0,502.0,,6343688.0
35,0.00023788118668891962,6080152,0,502.0,,6080152.0
36,0.0002484873478119792,5819512,0,502.0,,5819512.0
37,0.00025739932642960015,5564664,0,502.0,,5564664.0
38,0.00019004896334671214,7533944,0,502.0,,7533944.0
39,0.00022606240642914538,6378440,0,502.0,,6378440.0
40,0.00025320264464574505,5713808,0,502.0,,5713808.0
41,0.00026675716827629276,5409728,0,502.0,,5409728.0
42,0.0002668714266260358,5369184,0,502.0,,5369184.0
43,0.00025291141736346527,5681952,0,502.0,,5681952.0
44,0.00025837152672405697,5596521,0,502.0,,5596521.0
45,0.0013658734392528692,1025048,1,677.5812672176309,,1025048.0
46,0.0008239395478192498,1723120,0,502.0,,1723120.0
47,0.0005388445281152689,2662872,0,502.0,,2662872.0
48,0.0005018770003402948,2871384,0,502.0,,2871384.0
49,0.000539662581382409,2677352,0,502.0,,2677352.0
50,0.0003907047401520718,3702536,0,502.0,,3702536.0
51,0.0003714792131927098,3831408,0,502.0,,3831408.0
52,0.00035373689800950796,4028336,0,502.0,,4028336.0
53,0.00034722332823562224,4168792,0,502.0,,4168792.0
54,0.0002189084676140589,6533376,0,502.0,,6533376.0
55,0.00019109471272551933,7536840,0,502.0,,7536840.0
56,0.0002502315244840811,5735528,0,502.0,,5735528.0
57,0.0003053823085162557,4730616,0,502.0,,4730616.0
58,0.0002956778053345719,4808808,0,502.0,,4808808.0
59,0.0003306087827808977,4367168,0,502.0,,4367168.0
60,0.00024005189523687738,6029472,0,502.0,,6029472.0
61,0.00027094254524743995,5340224,0,502.0,,5340224.0
62,0.00033910664586250425,4265808,0,502.0,,4265808.0
63,0.000374085741831844,3851680,0,502.0,,3851680.0
64,0.00041834503362326566,3457824,0,502.0,,3457824.0
65,0.00034539639310219493,4183272,0,502.0,,4183272.0
66,0.00033650703301734797,4300560,0,502.0,,4300560.0
67,0.0003695600878693993,3913944,0,502.0,,3913944.0
68,0.0004021862025365853,3553392,0,502.0,,3553392.0
69,0.00028765564695247054,4991256,0,502.0,,4991256.0
70,0.00033224385818619834,4310696,0,502.0,,4310696.0
71,0.0002539512033298309,5634168,0,502.0,,5634168.0
72,0.0002470490229557235,5815168,0,502.0,,5815168.0
73,0.00022428941448333288,6449392,0,502.0,,6449392.0
74,0.0002662181219311751,5437240,0,502.0,,5437240.0
75,0.0002425201640133778,5890464,0,502.0,,5890464.0
76,0.00024715632812062204,5854264,0,502.0,,5854264.0
77,0.00023506686402452966,6104768,0,502.0,,6104768.0
78,0.00021583211059303143,6615912,0,502.0,,6615912.0
79,0.0002074972187950573,6975016,0,502.0,,6975016.0
80,0.00026141933019080773,5535704,0,502.0,,5535704.0
81,0.0002438712149238353,5915080,0,502.0,,5915080.0
82,0.00026423456315923167,5438688,0,502.0,,5438688.0
83,0.00038713502828097184,3711224,0,502.0,,3711224.0
84,0.00036457345877955274,3951592,0,502.0,,3951592.0
85,0.0004053181581536438,3518640,0,502.0,,3518640.0
86,0.0004277375949326382,3366600,0,502.0,,3366600.0
87,0.0002940378623737407,4860936,0,502.0,,4860936.0
88,0.00027348593975804614,5205560,0,502.0,,5205560.0
89,0.000285281836387242,5040488,0,502.0,,5040488.0
90,0.00022350189906450871,6462424,0,502.0,,6462424.0
91,0.00022377753284570203,6436360,0,502.0,,6436360.0
92,0.0002178017749536506,6631840,0,502.0,,6631840.0
93,0.00022443598649633212,6436360,0,502.0,,6436360.0
94,0.0002472850556453128,5816616,0,502.0,,5816616.0
95,0.00028016293062298246,5137504,0,502.0,,5137504.0
96,0.0003544048120895852,4074672,0,502.0,,4074672.0
97,0.0005593651630839364,2561512,0,502.0,,2561512.0
98,0.0006440699532696819,2196616,0,502.0,,2196616.0
99,0.0003319467132415005,4322280,0,502.0,,4322280.0
100,0.0003879317627310195,3712672,0,502.0,,3712672.0
101,0.00036354807499635835,3970416,0,502.0,,3970416.0
102,0.00045270065502885055,3168224,0,502.0,,3168224.0
103,0.0005083995314348138,2845320,0,502.0,,2845320.0
104,0.0003317127025277708,4364272,0,502.0,,4364272.0
105,0.00030034295264020434,4766816,0,502.0,,4766816.0
106,0.0003060566319278188,4707448,0,502.0,,4707448.0
107,0.00026877505145365504,5380768,0,502.0,,5380768.0
108,0.0002561380750820285,5652992,0,502.0,,5652992.0
109,0.0002138010558591395,6754920,0,502.0,,6754920.0
