Timestamp,Throughput,LossRate,Latency,SendingRate
2024-05-30 05:59:17,437474,0.0405906128398756,0.0003102746062773,179519.70303549498
2024-05-30 05:59:18,742824,0.0056806106939293,0.0002546256447868,494869.5572972304
2024-05-30 05:59:19,1293064,0.0024632176457819,0.0002754254917955,568802.0983520888
2024-05-30 05:59:20,2754096,0.0011753317186261,0.0002587912981383,506395.5839843564
2024-05-30 05:59:21,4959400,0.0005831623138397,0.0002528103082776,510830.4967245993
2024-05-30 05:59:22,7180632,0.0003223789859587,0.0002002614765918,497092.77214651776
2024-05-30 05:59:23,10328584,0.0001961397953656,0.0002236404003353,447740.24490483874
2024-05-30 05:59:24,9514808,0.0001347468399212,0.0002323320028506,458092.9228319008
2024-05-30 05:59:25,9614720,0.0001037814693435,0.0002347266132832,451882.1650852846
2024-05-30 05:59:26,11055480,8.32404461426e-05,0.0002406212226274,451078.9640972498
2024-05-30 05:59:27,10631216,6.88636895952e-05,0.0001874879361635,454141.4404539437
2024-05-30 05:59:28,9736352,5.92533867119e-05,0.0002553271053089,501440.956717357
2024-05-30 05:59:29,5832544,5.35147033056e-05,0.0002452299532845,514617.3903670957
2024-05-30 05:59:30,4878312,5.01939521211e-05,0.0002308241511438,598373.2753894802
2024-05-30 05:59:31,5687744,4.73076470536e-05,0.0002612575036915,594833.1178802841
2024-05-30 05:59:32,5154880,4.46656161457e-05,0.0002400386233289,666985.1575705407
2024-05-30 05:59:33,5471992,4.23509438548e-05,0.0001931555266537,641558.8685662826
2024-05-30 05:59:34,7102440,3.99085837448e-05,0.0002241224920662,477795.2693374362
2024-05-30 05:59:35,6436360,3.75679209435e-05,0.0002378811866889,525420.0112336656
2024-05-30 05:59:36,5822408,3.56737472639e-05,0.0002484873478119,540076.7863321129
2024-05-30 05:59:37,6120696,3.4005277937e-05,0.0002573993264296,546681.3889059543
2024-05-30 05:59:38,6143632,3.2446547821e-05,0.0001900489633467,549135.1601314481
2024-05-30 05:59:39,6290344,3.10059170496e-05,0.0002260624064291,515628.95471679233
2024-05-30 05:59:40,7225288,2.95795220744e-05,0.0002532026446457,501138.750015924
2024-05-30 05:59:41,5695216,2.8330134394e-05,0.0002667571682762,501280.09069535707
2024-05-30 05:59:42,6048296,2.72848174767e-05,0.000266871426626,520591.83148254425
2024-05-30 05:59:43,5956840,2.62926964067e-05,0.0002529114173634,510954.5117146364
2024-05-30 05:59:44,5511320,2.54097836452e-05,0.000258371526724,498321.2487062021
2024-05-30 05:59:45,7421000,2.44846760095e-05,0.0013658734392528,470548.5196472923
2024-05-30 05:59:46,6653560,2.35492354895e-05,0.0008239395478192,489404.4055649338
2024-05-30 05:59:47,5919424,2.27720554377e-05,0.0005388445281152,494672.6994824745
2024-05-30 05:59:48,6049744,2.20789089782e-05,0.0005018770003402,522203.8286669828
2024-05-30 05:59:49,5699328,2.14381780102e-05,0.0005396625813824,525676.3886213565
2024-05-30 05:59:50,5907840,2.08409534378e-05,0.000390704740152,484434.71277601854
2024-05-30 05:59:51,7654128,2.01847149073e-05,0.0003714792131927,485244.7591827447
2024-05-30 05:59:52,6171376,1.95554244916e-05,0.0003537368980095,520211.9381808369
2024-05-30 05:59:53,5359048,1.90600551258e-05,0.0003472233282356,514446.7589212167
2024-05-30 05:59:54,5344568,1.8622442654e-05,0.000218908467614,526664.7465698061
2024-05-30 05:59:55,5603760,1.81952802022e-05,0.0001910947127255,502731.659988843
2024-05-30 05:59:56,5502400,1.77813755177e-05,0.000250231524484,515799.4920481768
2024-05-30 05:59:57,3495337,2.08904497947e-05,0.0003053823085162,476338.2052260143
2024-05-30 05:59:58,1255416,5.18756987652e-05,0.0002956778053345,761957.2762198189
2024-05-30 05:59:59,2240056,5.15175176275e-05,0.0003306087827808,603144.3215756177
2024-05-30 06:00:04,3857472,4.85574893899e-05,0.0031183172155309,533986.792144134
2024-05-30 06:00:05,4274496,4.78329951238e-05,0.0025027666858692,540291.2477402865
2024-05-30 06:00:06,4416400,4.70821012561e-05,0.0014389286568765,565093.88845581
2024-05-30 06:00:07,8094320,4.60437712834e-05,0.0007658242430754,548988.3781064391
2024-05-30 06:00:08,6445048,4.48896241431e-05,0.0003834476023969,548654.4333885398
2024-05-30 06:00:09,5370632,4.39937751985e-05,0.0002228967625717,576383.8680446305
2024-05-30 06:00:10,4669800,4.32603220634e-05,0.0001615606918845,587927.8291887757
2024-05-30 06:00:11,5024560,4.25753843765e-05,0.0001406134626961,551057.7893872041
2024-05-30 06:00:12,5088272,4.18835085919e-05,0.0001540714903625,546541.2262540823
2024-05-30 06:00:13,5479232,4.11842692555e-05,0.0001319393450464,600107.1421271254
2024-05-30 06:00:14,4853696,4.05224178529e-05,0.000135277972555,557284.1469184441
2024-05-30 06:00:15,4022544,3.99705738666e-05,0.0001415384401431,635772.174489898
2024-05-30 06:00:16,3612760,3.95078684273e-05,0.000176208471161,576885.2680443389
2024-05-30 06:00:17,3773488,3.90704627801e-05,0.0003102746062773,547162.9115553094
2024-05-30 06:00:18,4445360,3.85951151809e-05,0.0002546256447868,623804.9928204857
2024-05-30 06:00:19,4019648,3.81172161658e-05,0.0002754254917955,604074.2343106209
2024-05-30 06:00:20,3591040,3.76975424737e-05,0.0002587912981383,645691.2570874891
2024-05-30 06:00:21,4225264,3.72762553122e-05,0.0002528103082776,514911.1060551559
2024-05-30 06:00:22,4439568,3.68200118289e-05,0.0002002614765918,552938.519631259
2024-05-30 06:00:23,5228728,3.6324066694e-05,0.0002236404003353,577892.3799016626
