Timestamp,Throughput,LossRate,Latency,SendingRate,CCAs
2024-05-30 07:36:41,9069003,0.0034533278489542,0.0002651966102055,441188.576607832,PCC
2024-05-30 07:36:42,11320464,0.00031052853617,0.0002789111992022,436995.2063180870,PCC
2024-05-30 07:36:43,10438632,0.0001719345683624,0.00025781430256,493798.4212278130,PCC
2024-05-30 07:36:44,10012920,0.0001219677703418,0.0002818313443776,466062.67046806000,PCC
2024-05-30 07:36:45,10120072,9.49845642716e-05,0.0002702249536317,484496.20103826900,PCC
2024-05-30 07:36:46,9115160,7.83849625227e-05,0.000272210461,480218.3836607920,PCC
2024-05-30 07:36:47,8819768,6.74370144337e-05,0.0002733847619691,463188.1168611940,PCC
2024-05-30 07:36:48,9522048,5.90295486322e-05,0.0002660778217653,571538.5247583110,PCC
2024-05-30 07:36:49,9099232,5.23834664169e-05,0.0002846676054715,601120.6556386100,PCC
2024-05-30 07:36:50,8877688,4.72521896239e-05,0.0002693114493057,590414.6733240690,PCC
2024-05-30 07:36:51,7406288,4.33946610305e-05,0.0002695369668964,529230.5313977010,PCC
2024-05-30 07:36:52,7668840,4.03540311265e-05,0.0002675729941807,612860.8016270440,PCC
2024-05-30 07:36:53,7531048,3.76897920218e-05,0.0002770914215346,740788.0667693280,PCC
2024-05-30 07:36:54,7394936,3.53953784071e-05,0.0002540841891872,705727.2763553720,PCC
2024-05-30 07:36:55,6951848,3.3438081851e-05,0.0002650598958845,732259.1361274650,PCC
2024-05-30 07:36:56,6330656,3.18092840465e-05,0.0002780175926693,722867.4537332350,PCC
2024-05-30 07:36:57,5884672,3.04457217536e-05,0.0002704633318859,677627.4559146460,PCC
2024-05-30 07:36:58,5363392,2.92896309947e-05,0.0002756866999433,805457.5465981240,PCC
2024-05-30 07:36:59,5311264,2.82715021764e-05,0.000253443181152,860604.9796179610,PCC
2024-05-30 07:37:01,5401040,2.63754127233e-05,0.0004132051501124,833632.5323709200,PCC
2024-05-30 07:37:02,5057864,2.55629545298e-05,0.0001293783387834,777561.2651011660,PCC
2024-05-30 07:37:03,5348912,2.48031080984e-05,0.0001320198231446,791966.9501226420,PCC
2024-05-30 07:37:04,5101304,2.40838721014e-05,0.0001379186553466,790369.037352521,PCC
2024-05-30 07:37:05,5538600,2.33936409621e-05,0.0001445331864367,780343.4197537140,PCC
2024-05-30 07:37:06,5412624,2.27230257226e-05,0.0001469902660224,758450.945337605,PCC
2024-05-30 07:37:07,5321400,2.21021015027e-05,0.000160716759418,845866.8569954830,PCC
2024-05-30 07:37:08,5683400,2.14999380931e-05,0.0001624938218166,821530.9895539740,PCC
2024-05-30 07:37:09,5282304,2.09313393828e-05,0.0001488575871022,840709.8745164160,PCC
2024-05-30 07:37:10,5545840,2.03989108833e-05,0.0001608749320256,823198.9068713570,PCC
2024-05-30 07:37:11,5474888,1.98839973437e-05,0.000167163741661,838579.1462317990,PCC
2024-05-30 07:37:12,5364840,1.94023313794e-05,0.0001903247468906,800380.6907105560,PCC
2024-05-30 07:37:13,5569008,1.8939608444e-05,0.0001854262004989,823891.9047757770,PCC
2024-05-30 07:37:14,5332984,1.84995596657e-05,0.0001981700382969,846311.419748995,PCC
2024-05-30 07:37:15,5224384,1.80925127839e-05,0.0001916241313393,900435.5439009890,PCC
2024-05-30 07:37:16,5133160,1.77102102333e-05,0.000206340789399,866428.5642320150,PCC
2024-05-30 07:37:17,5361944,1.73390972262e-05,0.0002389576446496,862112.4385734510,PCC
2024-05-30 07:37:18,5535704,1.69698039488e-05,0.0002505189667707,868913.1298109160,PCC
2024-05-30 07:37:19,5189632,1.66212755487e-05,0.0002676467885261,810234.1721950490,PCC
2024-05-30 07:37:20,5453168,1.6289424204e-05,0.0002700872436763,842694.4938895320,PCC
2024-05-30 07:37:21,5334432,1.59662389158e-05,0.0002660537614585,825795.9187786850,PCC
