Timestamp,Throughput,LossRate,Latency,SendingRate,time,CCA
2024-05-30 07:31:40,-2.063979066411903,16.2927509241959,3.1512226379085796e-17,-3.328243864367036,-1.712318407399808,CUBIC
2024-05-30 07:31:41,-0.17082276433702054,0.5803588526265107,3.1512226379085796e-17,-0.28275724392170914,-1.6807739899177816,CUBIC
2024-05-30 07:31:42,0.5044218839737612,-0.011852610285938066,3.1512226379085796e-17,-0.9165865232817717,-1.6492295724357553,CUBIC
2024-05-30 07:31:43,1.5903417285133368,-0.04735737997575269,3.1512226379085796e-17,-0.7559401878408838,-1.617685154953729,CUBIC
2024-05-30 07:31:44,1.7583138100018691,-0.06048685834021385,3.1512226379085796e-17,-0.8677773592111767,-1.5861407374717025,CUBIC
2024-05-30 07:31:45,1.6015773192483556,-0.0663302777878889,9.74096129520788,-0.9510461171492025,-1.5545963199896762,CUBIC
2024-05-30 07:31:46,2.0172941764440546,-0.06970625963398253,-0.37033226662579044,-0.959252679940476,-1.5230519025076499,CUBIC
2024-05-30 07:31:47,2.2161641324538888,-0.07200309907702727,-0.3977831538065689,-0.9612545205063014,-1.4915074850256236,CUBIC
2024-05-30 07:31:48,2.0060585857090354,-0.07355909631448039,-0.4224320419806774,-0.9521353897145103,-1.4599630675435973,CUBIC
2024-05-30 07:31:49,1.859434126617039,-0.0746393119373254,-0.42601848744561277,-0.9539411387140087,-1.4284186500615708,CUBIC
2024-05-30 07:31:50,1.8453896381982655,-0.0754489263529482,-0.4231770853698181,-1.0438686141246303,-1.3968742325795445,CUBIC
2024-05-30 07:31:51,1.900444032799858,-0.07609316751784789,-0.4294634679065583,-1.0105434980686248,-1.3653298150975182,CUBIC
2024-05-30 07:31:52,2.1661657536830545,-0.0766346273038511,-0.43189201762648094,-1.0018940620029335,-1.3337853976154919,CUBIC
2024-05-30 07:31:53,1.8847142057708315,-0.07707970987389684,-0.4292677746645913,-1.0184009908624527,-1.3022409801334656,CUBIC
2024-05-30 07:31:54,2.009991042466292,-0.07744489412457736,-0.42632990042106367,-0.9992420168623768,-1.2706965626514393,CUBIC
2024-05-30 07:31:55,2.1077406818609563,-0.07776387013352859,-0.42696097499002317,-0.9797945895926251,-1.2391521451694127,CUBIC
2024-05-30 07:31:56,2.1392003359190093,-0.07804171722743639,-0.4274852844929657,-1.0167370167033125,-1.2076077276873864,CUBIC
2024-05-30 07:31:57,2.0695396733618923,-0.07828134245941709,-0.430990821880726,-1.0081301110355454,-1.1760633102053601,CUBIC
2024-05-30 07:31:58,2.018979515054307,-0.0784881429489678,-0.4277715564208171,-0.9912363275929376,-1.1445188927233338,CUBIC
2024-05-30 07:31:59,1.2381059589704946,-0.0786536455573967,-0.4294356474077972,-0.795381634229024,-1.1129744752413075,CUBIC
2024-05-30 07:32:00,2.1369532177720054,-0.0788042724021499,-0.4302211690510214,-1.0263653194012992,-1.0814300577592812,CUBIC
2024-05-30 07:32:01,1.9274094505639032,-0.07895262518926602,-0.4296371445397731,-0.8888516452822371,-1.0498856402772547,CUBIC
2024-05-30 07:32:02,1.4313581196128193,-0.07907527206423844,-0.43059632060276776,-0.9037207269651892,-1.0183412227952284,CUBIC
2024-05-30 07:32:03,1.951004191107443,-0.07918729917689038,-0.4289535454943184,-1.0051840406042871,-0.9867968053132022,CUBIC
2024-05-30 07:32:04,1.880219969476824,-0.07929591147779212,-0.41602867163321716,-0.9836797103134298,-0.9552523878311759,CUBIC
2024-05-30 07:32:05,2.0251590899585676,-0.07939613299603744,-0.4307916860320876,-0.9906449433503006,-0.9237079703491495,CUBIC
2024-05-30 07:32:06,2.140323894992511,-0.07949096752049237,-0.42849287230357597,-1.0008074112913545,-0.8921635528671232,CUBIC
2024-05-30 07:32:07,1.8886466625280882,-0.07957675566885113,-0.42053915448961204,-1.0390206151648058,-0.8606191353850969,CUBIC
2024-05-30 07:32:08,2.022911971811564,-0.07965479159788204,-0.42804684908866747,-0.9536736253255906,-0.8290747179030705,CUBIC
2024-05-30 07:32:09,2.111111359081462,-0.07972905645173087,-0.4272341565875288,-0.9850511222450536,-0.7975303004210442,CUBIC
2024-05-30 07:32:10,1.7043829744737784,-0.07979543106428172,-0.42901148653160187,-0.9800000202758962,-0.7659858829390179,CUBIC
2024-05-30 07:32:11,2.2262761641154056,-0.07985811741950062,-0.4312770623895051,-0.958515025000292,-0.7344414654569915,CUBIC
2024-05-30 07:32:12,2.1071789023242053,-0.07991954574785247,-0.42766352607775954,-1.0133542501690034,-0.7028970479749652,CUBIC
2024-05-30 07:32:13,1.911117843998126,-0.0799748035364418,-0.4289194015236799,-0.9958327864957323,-0.6713526304929389,CUBIC
2024-05-30 07:32:14,1.8038179524786955,-0.08002473523905108,-0.43034901839813067,-0.9713462526164329,-0.6398082130109125,CUBIC
2024-05-30 07:32:15,1.9133649621451296,-0.0800717445685528,-0.4250956995326384,-0.9555526028180731,-0.6082637955288862,CUBIC
2024-05-30 07:32:16,1.8628048038375447,-0.08011641260632373,-0.43166541025487987,-0.9536866844829817,-0.5767193780468599,CUBIC
2024-05-30 07:32:17,1.638654768673918,-0.08015717750168316,-0.4300417156156076,-0.9792880461291544,-0.5451749605648335,CUBIC
2024-05-30 07:32:18,1.3499000867839326,-0.08019327517426861,-0.4284195356832895,-0.7842313880063596,-0.5136305430828072,CUBIC
2024-05-30 07:32:19,1.7156185652087972,-0.08022798883006496,-0.4262628030415031,-0.9387242640879199,-0.4820861256007808,CUBIC
2024-05-30 07:32:20,1.8026943934051938,-0.08026310530599001,-0.42756409547345864,-1.0008809194097334,-0.45054170811875444,CUBIC
2024-05-30 07:32:21,1.7442693215830956,-0.08029663614208851,-0.42746294012666597,-1.003935003544406,-0.41899729063672814,CUBIC
2024-05-30 07:32:22,2.0627983189208807,-0.08032961130441595,-0.4233400222740386,-0.9350914745347438,-0.3874528731547018,CUBIC
2024-05-30 07:32:23,1.4959627663391781,-0.08036006436108678,-0.41890532216933996,-0.8788834832002863,-0.35590845567267543,CUBIC
2024-05-30 07:32:24,1.697641620032767,-0.08038775549341563,-0.4242434659726028,-0.9632252620167341,-0.3243640381906491,CUBIC
2024-05-30 07:32:25,2.0375182397670883,-0.08041618105310448,-0.42653533159773194,-0.8960163224911905,-0.2928196207086228,CUBIC
2024-05-30 07:32:26,1.5218046250297215,-0.0804427635056812,-0.42486970884115477,-0.8956525312667044,-0.2612752032265964,CUBIC
2024-05-30 07:32:27,1.9858345223860014,-0.08046801885147797,-0.42949013588299634,-0.9132280008232511,-0.2297307857445701,CUBIC
2024-05-30 07:32:28,1.4954009868024272,-0.08049216526455456,-0.42254313647086206,-0.8520110026802207,-0.19818636826254374,CUBIC
2024-05-30 07:32:29,1.7077536516942842,-0.08051448565010154,-0.4244702337716878,-0.8058382996659456,-0.1666419507805174,CUBIC
2024-05-30 07:32:30,1.292036794498585,-0.08053537507671876,-0.42891201308376514,-0.778057403876292,-0.13509753329849108,CUBIC
2024-05-30 07:32:31,1.5773307902920108,-0.08055512536490693,-0.4213721565113306,-0.9280273924913528,-0.10355311581646474,CUBIC
2024-05-30 07:32:32,1.504389459390442,-0.08057475220051692,-0.4292899780288483,-0.8866193487569131,-0.07200869833443842,CUBIC
2024-05-30 07:32:33,1.5330402157647403,-0.08059356246007854,-0.42194920968289135,-0.9206913903480536,-0.04046428085241207,CUBIC
2024-05-30 07:32:34,1.2611389199772833,-0.08061111296988616,-0.4241197633144773,-0.9014434230559267,-0.008919863370385733,CUBIC
2024-05-30 07:32:35,1.5459611451100121,-0.0806281041239547,-0.41732177478131244,-1.0000592979173317,0.022624554111640605,CUBIC
2024-05-30 07:32:36,1.3970895678710118,-0.08064486179214284,-0.4228321722199482,-0.864098686712614,0.05416897159366694,CUBIC
2024-05-30 07:32:37,1.2903514558883324,-0.08066049151312334,-0.42197032614370467,-0.8500634597500059,0.08571338907569327,CUBIC
2024-05-30 07:32:38,1.3375409369754117,-0.08067550245074816,-0.42147279439786495,-0.8768175620982924,0.11725780655771961,CUBIC
2024-05-30 07:32:39,1.0695720979452112,-0.08068959186717851,-0.41692957465737884,-0.7757261111073394,0.14880222403974597,CUBIC
2024-05-30 07:32:40,1.0875490431212413,-0.08070275400782002,-0.4223068497922703,-0.6860112511648337,0.1803466415217723,CUBIC
2024-05-30 07:32:41,1.292036794498585,-0.08071599734897857,-0.4195614015606833,-0.9127259018585273,0.21189105900379865,CUBIC
2024-05-30 07:32:42,1.0330564280563999,-0.08072876685520543,-0.4171167145599284,-0.7534522382600474,0.24343547648582498,CUBIC
2024-05-30 07:32:43,0.7482342029236712,-0.08074015389400732,-0.4186511491924711,-0.704536593964461,0.27497989396785133,CUBIC
2024-05-30 07:32:44,0.7325043758946447,-0.0807506968530989,-0.41353826307661096,-0.797635178765336,0.30652431144987763,CUBIC
2024-05-30 07:32:45,0.7268865805271353,-0.08076095388057315,-0.41272657693107856,-0.8134355795873175,0.338068728931904,CUBIC
