episode,total_reward,loss,accuracy
91,-162.01758071301097,0.018239620467340956,1.0
92,-169.82376068699483,0.019703012167610723,1.0
93,-168.52273069133088,0.013263135628506006,1.0
94,-162.01758071301097,0.024777115418146423,1.0
95,-169.82376068699483,0.017848519298354404,1.0
96,-162.01758071301097,0.012111440670196316,1.0
97,-168.52273069133085,0.008859631074187746,1.0
98,-175.02788066965076,0.008372989927295293,1.0
99,-149.00728075637116,0.01323214522130911,1.0
100,-162.01758071301097,0.016104504891245597,1.0
101,-155.51243073469107,0.01164221083610073,1.0
102,-159.415520721683,0.009559841642897027,1.0
103,-165.92067070000292,0.023319931860953602,1.0
104,-165.9206707000029,0.010431280235764007,1.0
105,-163.31861070867495,0.00693549497600543,1.0
106,-172.4258206783228,0.012052086470021095,1.0
107,-169.82376068699483,0.0084023505520463,1.0
108,-159.415520721683,0.006244551606073401,1.0
109,-156.81346073035505,0.007638429869302854,1.0
110,-154.21140073902708,0.011856107140886252,1.0
111,-155.51243073469107,0.00793229556006736,1.0
112,-162.01758071301097,0.014202230320677245,1.0
113,-149.00728075637116,0.02035782269217634,1.0
114,-167.2217006956669,0.005092816963781388,1.0
115,-159.415520721683,0.004859131253681426,1.0
116,-158.11449072601903,0.005598297210212877,1.0
117,-165.92067070000292,0.004948367440476886,1.0
118,-162.01758071301094,0.009618838320591294,1.0
119,-162.01758071301094,0.008522980641828326,1.0
120,-150.30831075203514,0.004997556068246922,1.0
121,-164.6196407043389,0.006558290759585361,1.0
122,-152.9103707433631,0.008524074389526959,1.0
123,-150.30831075203517,0.0061812397552785114,1.0
124,-160.716550717347,0.006222356335513268,1.0
125,-156.81346073035502,0.005925328918067407,1.0
126,-158.11449072601903,0.00563479075236728,1.0
127,-155.51243073469107,0.003206123997870236,1.0
128,-160.716550717347,0.005563489918415598,1.0
129,-150.3083107520351,0.00165960167726098,1.0
130,-151.60934074769912,0.005985553404173061,1.0
131,-154.21140073902708,0.002973643492964584,1.0
132,-146.4052207650432,0.006043095822860778,1.0
133,-149.00728075637116,0.007464364149257108,1.0
134,-162.01758071301097,0.005991104174256634,1.0
135,-162.01758071301097,0.0054980704952640735,1.0
136,-152.9103707433631,0.014526955049973367,1.0
137,-167.2217006956669,0.007749450307812822,1.0
138,-159.415520721683,0.007788617269852693,1.0
139,-139.90007078672332,0.0035194200324895064,1.0
140,-147.70625076070718,0.0036530052012153647,1.0
141,-159.415520721683,0.003302301404289665,1.0
142,-143.80316077371526,0.009956556576980802,1.0
143,-158.11449072601903,0.002813366301552378,1.0
144,-147.70625076070718,0.006652075806528046,1.0
145,-151.60934074769912,0.0079436415999794,1.0
146,-151.60934074769912,0.011075293667602182,1.0
147,-145.10419076937922,0.003888578447515556,1.0
148,-158.11449072601903,0.0020079451928722847,1.0
149,-160.716550717347,0.006524479678887474,1.0
150,-145.10419076937924,0.0033092108204186843,1.0
151,-149.00728075637116,0.007159780607935318,1.0
152,-151.60934074769915,0.0038899587566447735,1.0
153,-162.01758071301097,0.0012490404453160409,1.0
154,-154.21140073902708,0.0020153738213366523,1.0
155,-152.9103707433631,0.00602022667521851,1.0
156,-154.21140073902708,0.003213229723371569,1.0
157,-155.51243073469107,0.0015114417026893534,1.0
158,-151.60934074769912,0.0033042577020410135,1.0
159,-146.4052207650432,0.0034945576062455075,1.0
160,-152.9103707433631,0.00322464079420115,1.0
161,-156.81346073035505,0.003663128687378503,1.0
162,-149.00728075637116,0.0027099408713979756,1.0
163,-147.7062507607072,0.002724624075938209,1.0
164,-164.61964070433893,0.0013969569046707875,1.0
165,-142.50213077805128,0.0016628410049861486,1.0
166,-149.0072807563712,0.0024827184637956634,1.0
167,-158.11449072601903,0.0022966369937762465,1.0
168,-152.9103707433631,0.0022733357536708354,1.0
169,-154.21140073902706,0.0020871299032592106,1.0
170,-154.21140073902708,0.001375421617694883,1.0
171,-151.60934074769915,0.001567378030472355,1.0
172,-150.30831075203514,0.0010351590150889933,1.0
173,-149.00728075637116,0.0030321257570449234,1.0
174,-147.70625076070718,0.004378669430820992,1.0
175,-149.0072807563712,0.0029856704040867044,1.0
176,-151.60934074769915,0.001830715598543975,1.0
177,-151.60934074769912,0.001923908745254721,1.0
178,-150.30831075203517,0.0025156770944363416,1.0
179,-139.90007078672332,0.002220856510405156,1.0
180,-150.30831075203514,0.003788404763838571,1.0
181,-152.91037074336313,0.009437695552946934,1.0
182,-152.9103707433631,0.007595430819890225,1.0
183,-147.70625076070718,0.0065103487576152475,1.0
184,-142.50213077805125,0.0020804360111128517,1.0
185,-146.4052207650432,0.0020338790149025954,1.0
186,-150.30831075203514,0.0013486774504940513,1.0
187,-159.415520721683,0.0008773884375159469,1.0
188,-143.80316077371526,0.0016005613146603537,1.0
189,-142.5021307780513,0.00698685334646143,1.0
190,-150.30831075203514,0.016386044669388866,1.0
191,-142.50213077805128,0.004202317145654888,1.0
192,-151.60934074769912,0.0015290263863789733,1.0
193,-150.30831075203514,0.0015872817317017507,1.0
194,-146.4052207650432,0.008319277588043406,1.0
195,-147.70625076070718,0.034081055202250354,1.0
196,-142.50213077805125,0.09546236063988545,1.0
197,-145.10419076937922,0.08816027041211782,1.0
198,-143.80316077371526,0.07461997380192997,0.96875
199,-145.10419076937922,0.0437194019810363,1.0
200,-150.30831075203517,0.009005816757962748,1.0
201,-146.4052207650432,0.017161474054205428,1.0
202,-143.80316077371523,0.03016249756410616,1.0
203,-145.10419076937924,0.008415080578743073,1.0
204,-145.10419076937922,0.010861016642024879,1.0
205,-149.00728075637116,0.021190091805067368,1.0
206,-146.4052207650432,0.0350465137557876,1.0
207,-149.00728075637116,0.02767718276618325,1.0
208,-149.00728075637116,0.02913645905141493,1.0
209,-150.30831075203514,0.00936607535152234,1.0
210,-138.59904079105934,0.005116184410553615,1.0
211,-155.51243073469107,0.006258271932210846,1.0
212,-141.2011007823873,0.005045189735994882,1.0
213,-145.10419076937922,0.0025893357027371167,1.0
214,-146.40522076504323,0.0011114847093836033,1.0
215,-138.59904079105934,0.002616775215415146,1.0
216,-143.80316077371526,0.0005523168050558525,1.0
217,-138.59904079105934,0.003968130743942311,1.0
218,-137.29801079539536,0.0017114319284132762,1.0
219,-147.70625076070718,0.0017383747778580982,1.0
220,-142.50213077805128,0.0012777746363781262,1.0
221,-142.50213077805125,0.0019056400077488433,1.0
222,-139.90007078672332,0.0011440644792628518,1.0
223,-143.80316077371526,0.0011873011306420267,1.0
224,-138.59904079105934,0.0006506908048322657,1.0
225,-138.59904079105934,0.001259886751540762,1.0
226,-147.7062507607072,0.002190352235516002,1.0
227,-142.50213077805128,0.001372586753006999,1.0
228,-146.40522076504323,0.0006957511003520267,1.0
229,-145.10419076937924,0.0014792419279956448,1.0
230,-137.29801079539536,0.0019812428788554826,1.0
231,-146.4052207650432,0.001408231834432172,1.0
232,-147.7062507607072,0.0010536627145256716,1.0
233,-143.80316077371526,0.0002140348787520452,1.0
234,-146.40522076504323,0.0009246702453538092,1.0
235,-138.59904079105934,0.00045823149019952325,1.0
236,-141.2011007823873,0.00034841896018633634,1.0
237,-139.90007078672332,0.0005552159431090331,1.0
238,-134.6959508040674,0.0009940206392684559,1.0
239,-138.59904079105934,0.0016557606453488916,1.0
240,-145.10419076937922,0.0006519809030010038,1.0
241,-142.50213077805128,0.0013072419469608576,1.0
242,-139.90007078672332,0.0011507698209811679,1.0
243,-152.91037074336313,0.0005693880352737324,1.0
244,-149.0072807563712,0.0008546108268205899,1.0
245,-139.90007078672332,0.0006281184848262455,1.0
246,-138.59904079105934,0.0011816967410709367,1.0
247,-137.29801079539536,0.0006626221715464453,1.0
248,-135.99698079973138,0.00010470683270114023,1.0
249,-135.99698079973138,0.0009141359232671675,1.0
250,-137.29801079539536,0.0006871249243545208,1.0
251,-143.80316077371526,0.001707398402572835,1.0
252,-138.5990407910593,0.011133481368233333,1.0
253,-143.80316077371523,0.022127969082873733,1.0
254,-145.10419076937922,0.04033910644011485,1.0
255,-142.50213077805128,0.038948906414589146,1.0
256,-138.59904079105934,0.18594145284623664,1.0
257,-142.50213077805125,0.2694482091937971,1.0
258,-142.50213077805128,0.09332660573636531,1.0
259,-141.2011007823873,0.4584695627527253,0.9375
260,-139.90007078672332,0.17007194030617256,0.9375
261,-143.80316077371526,0.22582879768748398,0.90625
262,-141.2011007823873,0.11989317697975821,0.96875
263,-133.3949208084034,0.03098696491542796,1.0
264,-138.59904079105934,0.021760358248002376,1.0
265,-139.9000707867233,0.016233298935844687,1.0
266,-142.50213077805125,0.03167176793908766,1.0
267,-137.29801079539536,0.010595324604992129,1.0
268,-139.90007078672332,0.0037166245692787925,1.0
269,-134.6959508040674,0.0016903891624906464,1.0
270,-141.2011007823873,0.0026079567948045224,1.0
271,-145.10419076937922,0.0011611120602879055,1.0
272,-143.80316077371526,0.0018986949809800535,1.0
273,-134.69595080406742,0.0015402358527580873,1.0
274,-134.6959508040674,0.002272234582051169,1.0
275,-135.99698079973138,0.0020767123697851275,1.0
276,-139.90007078672332,0.0006329643056801615,1.0
277,-135.99698079973138,0.0009336278030218637,1.0
278,-139.90007078672332,0.0010252092691303005,1.0
279,-143.80316077371523,0.0010853330417148754,1.0
280,-133.3949208084034,0.0015414393140531502,1.0
281,-134.6959508040674,0.001997232567816809,1.0
282,-141.20110078238727,0.002421397282091675,1.0
283,-143.80316077371526,0.0012480169795026086,1.0
284,-145.10419076937922,0.0008878282563955509,1.0
285,-139.90007078672332,0.0005794758271235878,1.0
286,-137.29801079539536,0.0017103386065855375,1.0
287,-142.50213077805128,0.007065983648885776,1.0
288,-134.6959508040674,0.015420284244669347,1.0
289,-135.99698079973138,0.004601607104007144,1.0
290,-135.99698079973138,0.003831215921479725,1.0
291,-134.6959508040674,0.0024823040747605774,1.0
292,-132.09389081273943,0.0009010781739675622,1.0
293,-132.09389081273943,0.0027500892902025953,1.0
294,-137.29801079539536,0.004203577750956811,1.0
295,-141.20110078238724,0.005498818191313148,1.0
296,-130.79286081707545,0.00040570882754309423,1.0
297,-141.2011007823873,0.0011430131194742899,1.0
298,-133.3949208084034,0.0016836306951404367,1.0
299,-138.59904079105934,0.0032328847062785826,1.0
300,-149.00728075637116,0.0029107894820299407,1.0
301,-134.6959508040674,0.0005358172914498027,1.0
302,-134.6959508040674,0.0006330939472718455,1.0
303,-134.6959508040674,0.0007861370895625441,1.0
304,-134.6959508040674,0.00034325189238870735,1.0
305,-135.9969807997314,0.0004191822699226577,1.0
306,-137.29801079539536,0.0007249025964597422,1.0
307,-130.79286081707548,0.003746632372951808,1.0
308,-137.29801079539536,0.013593199806336997,1.0
309,-134.6959508040674,0.003082409795183594,1.0
310,-134.6959508040674,0.0015405071411009885,1.0
311,-133.3949208084034,0.001906419720512531,1.0
312,-134.6959508040674,0.0016911384874447322,1.0
313,-135.99698079973138,0.0010190016137698876,1.0
314,-129.49183082141147,0.0019377545839347476,1.0
315,-133.39492080840344,0.0026961408325973935,1.0
316,-133.3949208084034,0.005601536845006194,1.0
317,-138.5990407910593,0.008642709456637476,1.0
318,-132.09389081273943,0.006178936952608183,1.0
319,-134.6959508040674,0.002077081984907636,1.0
320,-139.90007078672332,0.011145794017579647,1.0
321,-135.99698079973138,0.017925420788742485,1.0
322,-134.6959508040674,0.026376500336027675,1.0
323,-132.09389081273943,0.019947180233202744,1.0
324,-132.09389081273946,0.1197158824984399,1.0
325,-135.99698079973138,0.08678885252629698,1.0
326,-141.20110078238727,0.041560299333696094,1.0
327,-134.69595080406742,0.02960148607832025,1.0
328,-134.6959508040674,0.011337621772781858,1.0
329,-138.59904079105934,0.007053183714901934,1.0
330,-133.3949208084034,0.0028741270075443026,1.0
331,-141.20110078238733,0.002382300141448468,1.0
332,-124.28771083875557,0.006273643341501156,1.0
333,-132.09389081273943,0.007817521904144087,1.0
334,-135.99698079973138,0.003907816620255744,1.0
335,-134.6959508040674,0.005343564908400822,1.0
336,-130.79286081707545,0.0014347384524171503,1.0
337,-132.09389081273943,0.0015308653586316723,1.0
338,-135.99698079973138,0.0009491634068581334,1.0
339,-133.3949208084034,0.0010567889340222791,1.0
340,-132.09389081273943,0.00468511744782063,1.0
341,-130.79286081707545,0.004660818244701659,1.0
342,-132.09389081273943,0.0017037559178447736,1.0
343,-133.3949208084034,0.00979198167397044,1.0
344,-130.79286081707545,0.02114708427870937,1.0
345,-133.3949208084034,0.060555214354735654,1.0
346,-130.79286081707545,0.02940643293652556,1.0
347,-133.3949208084034,0.032589044254223154,1.0
348,-133.3949208084034,0.020957885502468798,1.0
349,-134.6959508040674,0.019995342233244173,1.0
350,-134.6959508040674,0.028029844273589788,1.0
351,-126.88977083008352,0.002053631544356449,1.0
352,-135.99698079973138,0.00161850047425105,1.0
353,-129.49183082141147,0.0023191613839799174,1.0
354,-130.79286081707548,0.0016921281409167932,1.0
355,-128.1908008257475,0.0013182569168179725,1.0
356,-124.28771083875556,0.0004093413659802536,1.0
357,-138.59904079105934,0.0003777299559715175,1.0
358,-138.59904079105934,0.0008382811317915184,1.0
359,-130.79286081707548,0.0009406751185565554,1.0
360,-130.79286081707545,0.0015507346537901867,1.0
361,-129.49183082141147,0.003724384539850689,1.0
362,-129.4918308214115,0.011035189184042338,1.0
363,-129.4918308214115,0.011647350240139076,1.0
364,-134.6959508040674,0.05276549072095804,1.0
365,-132.09389081273943,0.02081972326692494,1.0
366,-138.59904079105934,0.02937497619387841,1.0
367,-135.99698079973138,0.015978415113806932,1.0
368,-138.5990407910593,0.015634609120525056,1.0
369,-133.3949208084034,0.027197366153814073,1.0
370,-130.79286081707545,0.01204123621147346,1.0
371,-124.28771083875556,0.0348877889018695,1.0
372,-132.09389081273943,0.052341906248329906,1.0
373,-125.58874083441954,0.16022249458160331,0.9375
374,-130.79286081707548,0.06327451642573578,1.0
375,-135.99698079973138,0.03819218225021359,1.0
376,-135.99698079973138,0.0649929613268796,1.0
377,-128.19080082574752,0.032859264856142545,1.0
378,-125.58874083441955,0.02238596207075716,1.0
379,-134.6959508040674,0.010023518289983713,1.0
380,-129.4918308214115,0.011917460287918402,1.0
381,-130.79286081707545,0.01908555580854454,1.0
382,-128.1908008257475,0.03584613181033092,1.0
383,-129.4918308214115,0.033201146551618876,1.0
384,-129.49183082141147,0.09829754572456295,1.0
385,-138.59904079105934,0.12353317024098942,0.9375
386,-132.09389081273943,0.025776379840635855,1.0
387,-129.49183082141147,0.004758881263853709,1.0
388,-126.8897708300835,0.0014479401505127498,1.0
389,-129.49183082141147,0.0009982346337551462,1.0
390,-130.79286081707545,0.001339405724934295,1.0
391,-126.8897708300835,0.0033003492514467325,1.0
392,-129.4918308214115,0.0009362245943975722,1.0
393,-125.58874083441954,0.0009530257801202424,1.0
394,-130.79286081707545,0.00180420730350761,1.0
395,-133.3949208084034,0.001714645399715664,1.0
396,-128.19080082574752,0.0015828125536927473,1.0
397,-141.2011007823873,0.0018095452579132143,1.0
398,-132.09389081273943,0.00225803309155026,1.0
399,-129.49183082141147,0.0023151682030970733,1.0
400,-135.99698079973138,0.0019161510190883746,1.0
401,-130.79286081707545,0.002436769212181389,1.0
402,-129.49183082141147,0.0030228915831571612,1.0
403,-130.79286081707545,0.009731969807603491,1.0
404,-130.79286081707545,0.03861349634007638,1.0
405,-128.19080082574752,0.043188082709207265,1.0
406,-129.4918308214115,0.024825601014129006,1.0
407,-135.99698079973138,0.016111612183578927,1.0
408,-126.88977083008352,0.019681667212580578,1.0
409,-130.79286081707548,0.02021221178347332,1.0
410,-132.09389081273943,0.010972505800793897,1.0
411,-129.4918308214115,0.007450603299389513,1.0
412,-133.3949208084034,0.0023414384393163346,1.0
413,-128.19080082574752,0.006912997343931693,1.0
414,-130.79286081707545,0.0035351799226077674,1.0
415,-128.19080082574752,0.00446675611505043,1.0
416,-129.49183082141147,0.0038275288161457865,1.0
417,-139.90007078672332,0.003436175486342563,1.0
418,-132.09389081273946,0.004159393909390019,1.0
419,-130.79286081707545,0.001696970564807998,1.0
420,-132.09389081273943,0.0013651237479166412,1.0
421,-129.49183082141147,0.0005218813951728407,1.0
422,-130.79286081707548,0.0004761415339089581,1.0
423,-130.79286081707545,0.0008883991045536277,1.0
424,-129.4918308214115,0.0014621580858147354,1.0
425,-128.1908008257475,0.0011566023085833876,1.0
426,-128.19080082574752,0.0010561869985963313,1.0
427,-128.19080082574752,0.005244069482898794,1.0
428,-133.3949208084034,0.047115408597619535,1.0
429,-132.09389081273943,0.04650352761018439,1.0
430,-126.88977083008352,0.026325325303332647,1.0
431,-125.58874083441955,0.04883569697955181,1.0
432,-129.4918308214115,0.022588002858810796,1.0
433,-130.79286081707548,0.020343432420645513,1.0
434,-130.79286081707548,0.018290767261532892,1.0
435,-132.09389081273946,0.10182617851114628,1.0
436,-125.58874083441954,0.06917300039049223,1.0
437,-129.4918308214115,0.02498226376957291,1.0
438,-126.88977083008353,0.027423731210319602,1.0
439,-126.88977083008353,0.02646695254026099,1.0
440,-130.79286081707548,0.051710173322817354,1.0
441,-128.19080082574752,0.02671816072074762,1.0
442,-134.6959508040674,0.011821194484127773,1.0
443,-137.29801079539536,0.002712939780394663,1.0
444,-133.3949208084034,0.0015318183785666406,1.0
445,-126.88977083008352,0.0022638326000787856,1.0
446,-133.3949208084034,0.005007491939522879,1.0
447,-129.4918308214115,0.018163856806552303,1.0
448,-128.1908008257475,0.01818008817917871,1.0
449,-126.88977083008352,0.011495412513909287,1.0
450,-128.19080082574752,0.0032537450341578733,1.0
451,-130.79286081707548,0.006279736250235146,1.0
452,-130.79286081707548,0.015194699874882645,1.0
453,-132.09389081273946,0.09859080146384258,1.0
454,-130.79286081707545,0.06617300687253191,1.0
455,-126.8897708300835,0.012479631714825246,1.0
456,-126.88977083008352,0.009274122908038862,1.0
457,-125.58874083441955,0.005939447867660874,1.0
458,-126.88977083008352,0.0021013812888668326,1.0
459,-133.3949208084034,0.0010420861679563131,1.0
460,-124.28771083875557,0.0011092521638147446,1.0
461,-130.79286081707545,0.0009615827605671257,1.0
462,-126.8897708300835,0.0008481802631763458,1.0
463,-128.1908008257475,0.0016801775523163087,1.0
464,-132.09389081273943,0.0020415130596802555,1.0
465,-128.19080082574752,0.0055384304700965,1.0
466,-126.8897708300835,0.004972908028719303,1.0
467,-126.88977083008353,0.0005639850687657599,1.0
468,-125.58874083441953,0.0013411051426714948,1.0
469,-122.98668084309159,0.00045660935433033956,1.0
470,-122.98668084309159,0.0002890441669478605,1.0
471,-128.19080082574752,0.000962568048976209,1.0
472,-124.28771083875557,0.0020659968615177604,1.0
473,-126.88977083008353,0.0018745070653380935,1.0
474,-129.4918308214115,0.0011273174078496595,1.0
475,-128.1908008257475,0.0016436713700613836,1.0
476,-133.3949208084034,0.00045545861161144785,1.0
477,-129.4918308214115,0.0008807267043948741,1.0
478,-129.4918308214115,0.0007314698223694904,1.0
479,-125.58874083441955,0.0014899717156708903,1.0
480,-125.58874083441954,0.0019787847970746952,1.0
481,-130.79286081707545,0.003294745624771167,1.0
482,-128.1908008257475,0.00786081799861904,1.0
483,-129.49183082141147,0.01685342593373207,1.0
484,-126.88977083008352,0.039704620885231634,0.78125
485,-126.88977083008352,0.03563630393301764,1.0
486,-124.28771083875556,0.007375842216220008,1.0
487,-124.28771083875557,0.0035130053616967416,1.0
488,-130.79286081707545,0.00826177534730732,1.0
489,-126.88977083008352,0.03842453805145851,1.0
490,-126.8897708300835,0.04089026112774263,1.0
491,-128.1908008257475,0.0798966362531246,0.9375
492,-126.8897708300835,0.10518775064974761,1.0
493,-125.58874083441955,0.02998674851278338,1.0
494,-124.28771083875556,0.11702398903446465,1.0
495,-124.28771083875557,0.11868101100122885,1.0
496,-122.98668084309159,0.06978143795140568,1.0
497,-122.98668084309158,0.021265062277279867,1.0
498,-126.88977083008352,0.004426539839812449,1.0
499,-124.28771083875556,0.005611841290146913,1.0
500,-128.1908008257475,0.015666246984721965,1.0
501,-124.28771083875556,0.00500206289086691,1.0
502,-121.68565084742761,0.0034098266506248365,1.0
503,-128.1908008257475,0.002155016331528259,1.0
504,-125.58874083441953,0.012829963287458668,1.0
505,-125.58874083441954,0.0034577365394170556,1.0
506,-129.49183082141147,0.015183733631204177,1.0
507,-129.49183082141147,0.045453156468511224,1.0
508,-122.98668084309159,0.013562546182583901,1.0
509,-126.88977083008352,0.013045626559346601,1.0
510,-129.49183082141147,0.005857800817011594,1.0
511,-126.88977083008353,0.0121643788536403,1.0
512,-126.88977083008353,0.005211661030045889,1.0
513,-128.19080082574752,0.002259707858058846,1.0
514,-125.58874083441955,0.0007060971399823757,1.0
515,-124.28771083875557,0.0019003551770424565,1.0
516,-126.88977083008352,0.0016365262193858143,1.0
517,-126.88977083008352,0.00432613115225422,1.0
518,-121.68565084742761,0.0029118319955614425,1.0
519,-128.1908008257475,0.007883818477409932,1.0
520,-126.88977083008353,0.0031482263292446078,1.0
521,-130.79286081707545,0.004718795452902214,1.0
522,-129.4918308214115,0.0012900565319569068,1.0
523,-124.28771083875557,0.004404141976351639,1.0
524,-126.8897708300835,0.008787193720422692,1.0
525,-121.68565084742761,0.018147654024005533,1.0
526,-126.88977083008353,0.010766955042129212,1.0
527,-122.98668084309159,0.0016341745580916722,1.0
528,-130.79286081707548,0.0020246483825303585,1.0
529,-128.19080082574752,0.009578509054279039,1.0
530,-124.28771083875557,0.005148962274972746,1.0
531,-124.28771083875556,0.0041845691701496435,1.0
532,-125.58874083441954,0.0022948426374114206,1.0
533,-124.28771083875557,0.008971061934687441,1.0
534,-124.28771083875557,0.011157811457053413,1.0
535,-126.88977083008352,0.07258629573476583,1.0
536,-130.79286081707548,0.03259208018107529,1.0
537,-125.58874083441954,0.06583742096501055,1.0
538,-132.09389081273946,0.06972881519823204,1.0
539,-125.58874083441954,0.14291381286966498,1.0
540,-125.58874083441955,0.10975428386660724,0.8125
541,-128.19080082574752,0.022117633000846126,1.0
542,-124.28771083875557,0.014824844713359653,1.0
543,-126.8897708300835,0.0153987210379114,1.0
544,-124.28771083875557,0.011581012227111387,1.0
545,-126.88977083008352,0.0073140810155223335,1.0
546,-124.28771083875557,0.022366490591650745,1.0
547,-128.19080082574752,0.04000549934244191,1.0
548,-125.58874083441954,0.017279538058573962,1.0
549,-121.68565084742761,0.005381314764747458,1.0
550,-125.58874083441955,0.0014841376188314825,1.0
551,-125.58874083441954,0.00519191758900206,1.0
552,-125.58874083441954,0.012866866743308947,1.0
553,-125.58874083441953,0.055367364913593065,1.0
554,-124.28771083875557,0.02746610551730555,1.0
555,-124.28771083875557,0.02620287783048525,1.0
556,-124.28771083875557,0.014633964263452981,1.0
557,-124.28771083875554,0.005387452334957743,1.0
558,-126.88977083008352,0.001461517954453484,1.0
559,-128.1908008257475,0.0031903519482625597,1.0
560,-122.98668084309159,0.012548273314450853,1.0
561,-125.58874083441954,0.02626331485157607,1.0
562,-124.28771083875557,0.09171635675431844,1.0
563,-124.28771083875557,0.14945595660719846,0.875
564,-124.28771083875557,0.0755292231449971,1.0
565,-125.58874083441954,0.14803491711245442,0.59375
566,-121.68565084742761,0.0382919106896793,1.0
567,-122.98668084309158,0.006853007771553621,1.0
568,-125.58874083441954,0.006153583026389242,1.0
569,-126.88977083008352,0.003988028974902136,1.0
570,-126.88977083008353,0.0025911877012845252,1.0
571,-126.8897708300835,0.0017845288857643027,1.0
572,-122.98668084309158,0.0029199098913750277,1.0
573,-125.58874083441955,0.005952132010918376,1.0
